"STATIONID","Year","Month","AggGrp_20130430","Use_Biomass_Den_kg_m2","DECSLAT","DECSLON","logbiomass"
7168,1994,6,"menhaden",0.00156012499842966,29.656,-93.92,0.000677025692759174
7245,1993,11,"menhaden",0.000409201115787952,29.658,-94.075,0.000177677436151547
10496,1998,11,"menhaden",0.00148408745916887,28.374,-96.276,0.000644053196666536
10541,1998,10,"menhaden",0.0113802877806087,30.122,-88.793,0.00491448480024825
10542,1998,10,"menhaden",0.0214683707372336,30.2,-88.654,0.00922492346288192
10543,1998,11,"menhaden",0.00960452265180745,30.013,-88.788,0.004151287381759
10549,1998,11,"menhaden",0.00218371873005685,29.625,-94.062,0.000947343005210351
10552,1998,11,"menhaden",0.00484332456162377,29.659,-93.902,0.00209835172394655
10553,1998,11,"menhaden",0.000823709798175332,29.658,-93.895,0.000357585366962062
10556,1998,11,"menhaden",0.00475579586493038,29.625,-93.713,0.00206052006924515
10568,1998,6,"menhaden",0.000368876041069217,29.706,-93.706,0.000160171289282982
10569,1998,6,"menhaden",0.00319239437525935,29.708,-93.722,0.00138423092944699
10603,1998,6,"menhaden",0.00134535657257504,29.224,-94.823,0.000583888254720861
10684,1991,6,"menhaden",0.00125806389476053,27.942,-96.824,0.000546026811040208
10698,1991,6,"menhaden",0.00202234039443634,28.424,-96.257,0.000877404367422996
10699,1991,6,"menhaden",0.00390830569048709,28.488,-96.139,0.00169404731973673
10702,1991,6,"menhaden",0.00593298288721941,28.428,-96.124,0.00256904818335593
10709,1991,6,"menhaden",0.000455127244785181,28.225,-96.441,0.000197614284562021
10730,1991,6,"menhaden",0.0032563823464,29.642,-93.861,0.00141193123568593
10732,1991,6,"menhaden",0.00029042975945545,29.675,-94.004,0.000126113729208324
10735,1991,6,"menhaden",0.00133060006192505,29.61,-93.945,0.000577488146779018
10741,1991,6,"menhaden",0.000658461952580697,29.675,-93.59,0.000285872284863046
10753,1990,6,"menhaden",0.00380111742319003,27.83,-96.974,0.00164767479937074
10759,1990,6,"menhaden",0.00100820262782435,27.759,-97.007,0.000437636261941603
10769,1990,6,"menhaden",0.0284027827791062,29.262,-94.689,0.0121632431399936
10771,1990,6,"menhaden",0.00292913958873582,29.31,-94.725,0.00127024969765975
10780,1990,6,"menhaden",0.00233147178737877,29.658,-93.875,0.00101136680298352
10846,1990,11,"menhaden",0.00115737538144218,29.675,-93.991,0.000502351093300176
10850,1990,11,"menhaden",0.00105662310350914,29.607,-93.871,0.000458643319390347
10852,1990,11,"menhaden",0.00435826913877648,29.672,-93.757,0.00188865957726219
10858,1991,6,"menhaden",0.00222839476780175,29.351,-94.65,0.000966702852956665
10866,1991,6,"menhaden",0.00225279593500868,29.314,-94.669,0.000977276454065709
10903,1990,11,"menhaden",0.00270368324429095,28.192,-96.444,0.00117261024381736
10975,1989,11,"menhaden",0.000479348887310395,29.558,-93.792,0.000208128697519906
10982,1989,11,"menhaden",0.00270368324429095,29.54,-93.988,0.00117261024381736
10984,1989,11,"menhaden",0.000962522162758279,29.676,-94.007,0.000417817017167663
10988,1989,6,"menhaden",0.00162221861960381,28.392,-96.133,0.000703949768974079
10996,1989,6,"menhaden",0.010110998149699,28.291,-96.259,0.00436909975810471
11006,1989,6,"menhaden",0.00170362754321764,27.913,-96.839,0.000739246519515548
11007,1989,6,"menhaden",0.00157986165460189,27.891,-96.811,0.000685583777490376
11045,1989,6,"menhaden",0.00460374073082448,29.237,-94.779,0.00199479096043153
11048,1989,6,"menhaden",0.00103179083189569,29.221,-94.862,0.000447870050377527
11050,1989,6,"menhaden",0.00150273841837113,29.593,-93.906,0.000652141126711196
11055,1989,6,"menhaden",0.00173863753737076,29.558,-93.976,0.000754425042539348
11056,1989,6,"menhaden",0.0016297539814226,29.591,-93.976,0.000707217022521611
11058,1989,6,"menhaden",0.00243428900914635,29.573,-93.792,0.00105591360537875
11064,1989,6,"menhaden",0.00114321271480986,29.659,-93.577,0.000496207392395195
11065,1989,6,"menhaden",0.00114321271480986,29.679,-93.626,0.000496207392395195
11083,1988,6,"menhaden",0.00150705513438483,28.345,-96.208,0.000654013035626127
11088,1988,6,"menhaden",0.00139756992522475,28.424,-96.211,0.000606533168995734
11090,1988,6,"menhaden",0.00142441714859748,28.409,-96.29,0.000618176341520513
11095,1988,6,"menhaden",0.00121918050404901,28.257,-96.326,0.000529160859556239
11114,1988,6,"menhaden",0.000398232514418703,29.61,-93.86,0.000172915755473227
11120,1988,6,"menhaden",0.00240715428830432,29.66,-93.95,0.00104415760385574
11121,1988,6,"menhaden",0.00374585731689429,29.68,-93.981,0.001623765860211
11123,1988,6,"menhaden",0.00583210577848148,29.657,-93.824,0.00252549402093532
11124,1988,6,"menhaden",0.000455127244785181,29.659,-93.793,0.000197614284562021
11125,1988,6,"menhaden",0.00105662310350914,29.606,-93.726,0.000458643319390347
11129,1988,6,"menhaden",0.00295615976967788,29.737,-93.643,0.00128194998330182
11194,1988,11,"menhaden",0.000605316734429325,29.293,-94.752,0.000262806185097577
11228,1987,11,"menhaden",0.00174321168589849,28.458,-96.125,0.000756408117620134
11262,1987,11,"menhaden",0.000859825693246407,29.627,-94.026,0.000373257108935193
11263,1987,11,"menhaden",0.000409201115787953,29.638,-94.023,0.000177677436151547
11264,1987,11,"menhaden",0.00296030999224524,29.66,-94.042,0.00128374708581018
11266,1987,11,"menhaden",0.00034636900477803,29.576,-93.774,0.000150400102013974
11270,1987,11,"menhaden",0.000376897086360588,29.743,-93.609,0.000163653486527638
11271,1987,11,"menhaden",0.00456154552440739,29.742,-93.692,0.0019765494096365
11272,1987,11,"menhaden",0.000517298944385048,29.72,-93.695,0.00022460198886226
11277,1987,6,"menhaden",0.00211548438177242,28.275,-96.308,0.000917772768489537
11306,1987,11,"menhaden",0.00142559758611373,29.37,-94.632,0.000618688269518852
11307,1987,11,"menhaden",0.00288950338367618,29.376,-94.589,0.00125308584767407
11310,1987,11,"menhaden",0.000861901014775527,29.422,-94.499,0.000374157634394077
11311,1987,11,"menhaden",0.0059449475201021,29.459,-94.506,0.00257421367969193
11312,1987,11,"menhaden",0.00742627216739922,29.406,-94.582,0.00321327241860708
11313,1987,11,"menhaden",0.00597658972694002,29.38,-94.691,0.00258787428779382
11326,1988,6,"menhaden",0.000905511034634829,29.459,-94.563,0.000393080503124561
11340,1987,6,"menhaden",0.00105393600259189,29.601,-93.908,0.000457477556495379
11346,1987,6,"menhaden",0.000718301188444665,29.692,-93.793,0.000311842257557219
11355,1987,6,"menhaden",0.00107640148848047,29.273,-94.657,0.000467223811644151
11357,1987,6,"menhaden",0.00506438694249219,29.324,-94.591,0.0021938846402145
11358,1987,6,"menhaden",0.0047544701002145,29.405,-94.596,0.0020599470218612
11359,1987,6,"menhaden",0.0077756720880093,29.425,-94.619,0.00336387018817702
11360,1987,6,"menhaden",0.00426763747920115,29.388,-94.709,0.00184946777998796
11367,1987,6,"menhaden",0.00190382646266497,29.21,-94.893,0.000826035262604409
11619,1991,11,"menhaden",0.00183240489585872,29.17,-94.836,0.000795075107389807
11622,1991,11,"menhaden",0.0029514279561708,29.655,-93.841,0.00127990103497731
11630,1991,11,"menhaden",0.000467131542707562,29.661,-93.793,0.000202825281964816
11644,1988,11,"menhaden",0.00145771338534038,29.677,-94.011,0.000632615905053937
11645,1988,11,"menhaden",0.000599218294472219,29.677,-93.977,0.000260159260432753
11647,1988,11,"menhaden",0.000543700443147369,29.579,-93.819,0.000236061934591676
12028,1986,6,"menhaden",0.00327860518577852,28.247,-96.39,0.00142155105948632
12029,1986,6,"menhaden",0.00029594115152095,28.264,-96.318,0.000128506594816543
12042,1986,6,"menhaden",0.000108511755557682,26.072,-97.125,4.71234999797272e-05
12043,1986,6,"menhaden",0.00108511755557682,29.383,-94.739,0.000471005064862572
13454,1983,6,"menhaden",0,29.805,-88.58,0
13484,1983,6,"menhaden",0,29,-90.48,0
13526,1983,6,"menhaden",0,29.658,-93.073,0
13565,1983,6,"menhaden",0,29.32,-94.4,0
13618,1983,7,"menhaden",0,27.993,-95.977,0
15035,2004,6,"menhaden",0.00190126597385161,26.058,-97.124,0.000824925368067419
15061,2004,6,"menhaden",0.00155092200006114,27.629,-97.055,0.000673035088828938
15075,2004,6,"menhaden",0.000893475074020367,27.844,-97.011,0.000387858049406111
15198,2004,7,"menhaden",0.0077430227877885,29.667,-93.623,0.00334979995309445
15595,1998,6,"menhaden",0.00101047284860252,27.882,-96.909,0.000438621212150789
15600,1998,6,"menhaden",0.000518099885358366,27.822,-97.035,0.00022494965312172
15608,1998,6,"menhaden",0.00140592280365663,27.741,-96.971,0.00061015570013694
17730,1998,6,"menhaden",0.00118825907256891,28.321,-96.372,0.000515747997817959
17733,1998,6,"menhaden",0.000788637440124143,28.272,-96.471,0.000342365904920365
17734,1998,6,"menhaden",0.00328305821545646,28.255,-96.422,0.00142347866156517
17736,1998,6,"menhaden",0.00421680682720566,28.322,-96.255,0.00182748556176318
17737,1998,6,"menhaden",0.00159282360448739,28.372,-96.238,0.000691204164940196
17762,1998,10,"menhaden",0.00371329479093559,30.137,-88.042,0.00160967668153247
17984,1998,6,"menhaden",0.00975879782504408,26.16,-97.143,0.00421764577886594
17987,1998,6,"menhaden",0.00106114298508238,26.391,-97.203,0.000460604202670407
17988,1998,6,"menhaden",0.00466907629046457,26.414,-97.215,0.00202303488310183
18010,1998,6,"menhaden",0.0205616080072978,27.533,-97.14,0.00883922679829912
18011,1998,6,"menhaden",0.000533703396752992,27.534,-96.965,0.000231722610109614
18021,1998,6,"menhaden",0.000376123723837092,27.803,-96.938,0.000163317745860993
18027,1998,6,"menhaden",0.00212306126089877,27.885,-96.713,0.000921056406359676
18028,1998,6,"menhaden",0.00779931661899468,27.843,-96.813,0.00337405952808462
18029,1998,6,"menhaden",0.000955010485979633,27.984,-96.902,0.00041455786216093
18035,1998,6,"menhaden",0.0203761008153992,28.155,-96.678,0.00876027803894354
18036,1998,6,"menhaden",0.136621687258351,28.086,-96.566,0.0556159383238556
18037,1998,6,"menhaden",0.128365053639148,28.094,-96.504,0.0524496272469761
18038,1998,6,"menhaden",0.00150600897752783,27.857,-96.496,0.000653559378924324
18043,1998,6,"menhaden",0.00275242388217296,28.407,-95.842,0.0011937204441409
18052,1998,7,"menhaden",0.000733052681816127,29.407,-94.601,0.000318244104056059
18063,1998,7,"menhaden",0.00637242954734278,29.211,-94.703,0.00275873038709791
18085,1998,7,"menhaden",4.1419039251461e-05,29.659,-93.678,1.79876876788515e-05
18118,1998,7,"menhaden",0.00200323562924135,29.521,-92.631,0.000869123940065436
18119,1998,7,"menhaden",0.00474798343999944,29.418,-92.475,0.00205714322260991
18159,1998,7,"menhaden",0.000990400119410222,28.972,-90.609,0.000429912449189812
18163,1998,7,"menhaden",0.00713670234652744,29.159,-90.042,0.00308842293235385
18164,1998,7,"menhaden",0.00103020808500287,29.073,-90.083,0.000447183380092391
18409,1996,6,"menhaden",0.00123449486211782,29.652,-93.822,0.000535803651132603
18410,1996,6,"menhaden",0.00117091251076783,29.708,-93.787,0.000508223357706084
18418,1996,6,"menhaden",0.0080367485811129,29.658,-93.953,0.00347636486256326
18441,1993,6,"menhaden",0.000915991426181165,29.657,-93.856,0.000397627937759694
18442,1993,6,"menhaden",0.00133060006192505,29.64,-93.94,0.000577488146779018
18450,1993,6,"menhaden",0.000613674938294811,29.707,-93.789,0.000266433895840399
18461,2002,6,"menhaden",0.00077148755830552,28.425,-96.125,0.000334923611335177
18465,2002,6,"menhaden",0.00519908428999693,28.358,-96.292,0.00225208428983553
18466,2002,6,"menhaden",0.00195168507505136,28.342,-96.324,0.000846780003086197
18469,2002,6,"menhaden",0.00105662310350914,28.259,-96.442,0.000458643319390347
18472,2002,6,"menhaden",0.000878280002159905,28.375,-96.225,0.000381264754396778
18490,2002,6,"menhaden",0.00070541648927495,29.641,-94.048,0.000306250484359976
18491,2002,6,"menhaden",0.00272188966035641,29.609,-94.037,0.0011804957980254
18492,2002,6,"menhaden",0.000754592528862358,29.591,-93.949,0.000327591787751196
18499,2002,6,"menhaden",0.00109933948539961,29.626,-93.747,0.000477174831711373
18501,2002,6,"menhaden",0.00242268261303193,29.708,-93.632,0.00105088522294681
18506,2002,6,"menhaden",0.00216759352754501,27.755,-97.076,0.000940355121970694
18520,2002,6,"menhaden",0.000960566457735584,27.97,-96.908,0.000416968481173077
18521,2002,11,"menhaden",0.00341761725452748,29.676,-93.936,0.00148172177570843
18522,2002,11,"menhaden",0.000336578507026993,29.673,-93.998,0.000146149594302444
18523,2002,11,"menhaden",0.00870073926285956,29.658,-94.037,0.00376233911679864
18524,2002,11,"menhaden",0.00648134017423836,29.592,-93.962,0.00280572762558486
18527,2002,11,"menhaden",0.00103569364887019,29.592,-93.888,0.000449563271898819
18528,2002,11,"menhaden",0.00307632336568094,29.609,-93.881,0.00133397943663414
18535,2002,11,"menhaden",0.000165701726019041,29.742,-93.681,7.19573836852069e-05
18537,2002,6,"menhaden",0.000771953728635828,29.331,-94.695,0.00033512591041889
18544,2002,6,"menhaden",0.00105393600259189,29.263,-94.774,0.000457477556495379
18545,2002,6,"menhaden",0.0212309036557745,29.189,-94.863,0.0091239485960782
18546,2002,6,"menhaden",0.027259350549619,29.152,-94.856,0.0116801030841842
18547,2002,6,"menhaden",0.0382103280214427,29.138,-94.861,0.0162853448861278
18548,2002,6,"menhaden",0.016809181213475,29.402,-94.641,0.00723945899790646
18549,2002,6,"menhaden",0.00794115243937278,29.426,-94.573,0.00343517703321355
18550,2002,6,"menhaden",0.033071961158643,29.449,-94.486,0.0141305744195294
18551,2002,6,"menhaden",0.0160192729810147,29.481,-94.518,0.00690194620569264
18552,2002,6,"menhaden",0.0583420799696564,29.426,-94.673,0.0246260641368613
18554,2002,11,"menhaden",0.00247160467295796,28.375,-96.242,0.0010720799371102
18577,2002,11,"menhaden",0.00161237104960876,29.358,-94.658,0.000699679929254782
18578,2002,11,"menhaden",0.00096901248192943,29.359,-94.641,0.000420633007378197
18580,2002,11,"menhaden",0.00182627574566595,29.459,-94.543,0.000792418111831455
18644,1995,6,"menhaden",0.00740111188327265,28.34,-96.36,0.00320242585909895
18645,1995,6,"menhaden",0.00207138729774038,28.309,-96.376,0.000898661656110978
18646,1995,6,"menhaden",0.00793419239873728,28.293,-96.381,0.00343217813028077
18650,1995,6,"menhaden",0.000491781252007525,28.295,-96.259,0.000213525384462246
18651,1995,6,"menhaden",0.00346428361066119,28.344,-96.308,0.00150191921827271
18828,1996,10,"menhaden",0.0149405564452823,27.703,-97.009,0.00644060701397417
18829,1996,10,"menhaden",0.00655289088171687,27.503,-97.113,0.00283660050093685
18838,1996,10,"menhaden",0.00266468642518111,29.138,-94.92,0.00115571947840039
18864,1996,11,"menhaden",0.00241137234572626,29.054,-91.921,0.00104598508004702
18972,1998,10,"menhaden",0.00467353538852941,27.182,-97.299,0.00202496244057515
18973,1998,10,"menhaden",0.00263414738978697,27.318,-97.263,0.00114249159003616
18979,1998,10,"menhaden",0.00102100572128834,27.638,-97.01,0.000443190938985805
